Order_ID,Restaurant_Name,Cuisine,Order_Date,Order_Time,Delivery_Time_Minutes,Order_Value,Payment_Method,Customer_Rating,City
ORD0279,Pasta Paradise,Chinese,21-05-2022,12:06,41,723.42,Debit Card,1.4,Mumbai
ORD0280,Spice Villa,Italian,22-05-2022,16:57,49,1506.52,Credit Card,4.3,Bangalore
ORD0281,Pasta Paradise,American,22-05-2022,19:21,19,1728.05,Credit Card,3.4,Kolkata
ORD0282,Spice Villa,Indian,23-05-2022,11:08,60,477.84,Cash,5,Bangalore
ORD0283,Curry Delight,Indian,23-05-2022,10:02,48,845.85,UPI,4.1,Hyderabad
ORD0284,Burger Town,American,24-05-2022,17:19,52,800.75,Cash,1.7,Kolkata
ORD0285,Burger Town,Mexican,24-05-2022,21:40,40,221.95,Debit Card,2.8,Chennai
ORD0286,Sushi World,Japanese,25-05-2022,13:33,60,730.75,Wallet,1.7,Bangalore
ORD0287,Curry Delight,Indian,25-05-2022,18:04,21,1825.77,Debit Card,3.6,Bangalore
ORD0288,Pizza Plaza,Indian,26-05-2022,20:32,56,984.52,Credit Card,4.5,Kolkata
ORD0289,Pizza Plaza,Italian,26-05-2022,19:37,23,1326.48,Debit Card,1.6,Hyderabad
ORD0290,Sushi World,Indian,27-05-2022,14:40,32,1360.95,UPI,1.1,Hyderabad
ORD0291,Spice Villa,American,27-05-2022,23:25,23,1732.27,Debit Card,4.1,Chennai
ORD0292,Curry Delight,Chinese,28-05-2022,11:20,42,1708.76,Debit Card,2.1,Hyderabad
ORD0293,Curry Delight,Japanese,28-05-2022,23:38,28,248.88,UPI,3.4,Mumbai
ORD0294,Curry Delight,Mexican,29-05-2022,23:42,38,1612.32,Debit Card,2.4,Chennai
ORD0295,Spice Villa,Japanese,29-05-2022,18:56,36,1288.74,Cash,2.5,Chennai
ORD0296,Pasta Paradise,Japanese,30-05-2022,17:23,34,1080.74,Debit Card,1.2,Mumbai
ORD0297,Burger Town,Chinese,30-05-2022,15:53,22,113.88,Cash,4.2,Kolkata
ORD0298,Spice Villa,Italian,31-05-2022,22:12,45,351.39,Wallet,4.5,Mumbai
ORD0299,Sushi World,Italian,01-06-2022,16:56,34,1005.12,Cash,3.6,Bangalore
ORD0300,Curry Delight,Japanese,01-06-2022,12:11,46,1212.55,Credit Card,3.8,Mumbai
ORD0301,Spice Villa,Italian,02-06-2022,12:13,46,1031.76,Credit Card,2.7,Bangalore
ORD0302,Burger Town,American,02-06-2022,12:54,42,1446.33,Debit Card,3.8,Chennai
ORD0303,Curry Delight,Chinese,03-06-2022,11:01,15,705.91,UPI,3.6,Chennai
ORD0304,Burger Town,American,03-06-2022,10:56,26,1219.27,UPI,4.6,Bangalore
ORD0305,Sushi World,Mexican,04-06-2022,23:56,48,1524.73,Wallet,3.2,Bangalore
ORD0306,Burger Town,Mexican,04-06-2022,21:30,24,708.88,Wallet,1.1,Chennai
ORD0307,Sushi World,Mexican,05-06-2022,23:39,15,488.99,Debit Card,4.3,Delhi
ORD0308,Burger Town,Indian,05-06-2022,11:26,22,501.72,UPI,1,Delhi
ORD0309,Pizza Plaza,Chinese,06-06-2022,16:37,17,355.63,Wallet,4.7,Kolkata
ORD0310,Curry Delight,Chinese,06-06-2022,12:39,27,693.21,UPI,4.9,Delhi
ORD0311,Pasta Paradise,Japanese,07-06-2022,12:08,56,147.56,Wallet,3.3,Kolkata
ORD0312,Spice Villa,Italian,07-06-2022,17:00,35,1443.76,Credit Card,3.4,Bangalore
ORD0313,Spice Villa,Chinese,08-06-2022,22:30,54,1270.12,Credit Card,3.9,Kolkata
ORD0314,Sushi World,Italian,08-06-2022,19:31,47,1270.64,UPI,3.9,Kolkata
ORD0315,Sushi World,Mexican,09-06-2022,20:59,37,1769.15,Wallet,1.5,Bangalore
ORD0316,Sushi World,American,09-06-2022,16:21,27,1186.52,Wallet,4.9,Kolkata
ORD0317,Curry Delight,American,10-06-2022,12:24,31,620.7,Debit Card,2.5,Bangalore
ORD0318,Curry Delight,Mexican,10-06-2022,18:09,57,456.83,Credit Card,4.3,Delhi
ORD0319,Pizza Plaza,Japanese,11-06-2022,16:19,42,1662.44,Cash,1.2,Mumbai
ORD0320,Burger Town,Japanese,11-06-2022,23:34,24,1437.44,Cash,3.7,Mumbai
ORD0321,Curry Delight,Mexican,12-06-2022,18:41,42,528.23,Credit Card,1.6,Hyderabad
ORD0322,Pizza Plaza,Mexican,12-06-2022,10:17,48,1600.19,Debit Card,4.9,Bangalore
ORD0323,Curry Delight,American,13-06-2022,19:06,30,618.46,Wallet,2.4,Bangalore
ORD0324,Burger Town,Chinese,13-06-2022,20:24,51,1609.46,Wallet,1,Mumbai
ORD0325,Burger Town,American,14-06-2022,10:06,55,155.69,Debit Card,3.3,Hyderabad
ORD0326,Curry Delight,American,14-06-2022,13:44,19,737.47,Wallet,1.8,Delhi
ORD0327,Burger Town,Japanese,15-06-2022,12:21,42,1478.44,Wallet,2.7,Delhi
ORD0328,Pizza Plaza,Japanese,15-06-2022,18:46,47,442.02,Debit Card,1.6,Mumbai
ORD0329,Burger Town,Chinese,16-06-2022,16:12,40,1642.33,UPI,1.8,Kolkata
ORD0330,Sushi World,Chinese,16-06-2022,16:28,58,1293.73,Cash,3.1,Chennai
ORD0331,Curry Delight,Italian,17-06-2022,22:30,29,705.29,Credit Card,4.1,Bangalore
ORD0332,Burger Town,Italian,17-06-2022,15:42,31,280.87,Cash,4,Kolkata
ORD0333,Curry Delight,Italian,18-06-2022,20:06,42,1404.48,UPI,3.5,Kolkata
ORD0334,Pasta Paradise,Japanese,18-06-2022,14:52,48,1200.81,UPI,2.2,Bangalore
ORD0335,Curry Delight,Chinese,19-06-2022,18:12,28,619.26,Debit Card,1.3,Bangalore
ORD0336,Burger Town,Italian,19-06-2022,13:23,56,1311.35,Credit Card,2.6,Hyderabad
ORD0337,Sushi World,Chinese,20-06-2022,15:36,23,1935.86,Credit Card,2.3,Bangalore
ORD0338,Pasta Paradise,Chinese,20-06-2022,13:49,48,1126.21,Cash,2.9,Hyderabad
ORD0339,Pizza Plaza,Indian,21-06-2022,19:23,15,699.46,Wallet,4.1,Bangalore
ORD0340,Pasta Paradise,Indian,21-06-2022,11:29,55,1597.05,Wallet,4.9,Bangalore
ORD0341,Pasta Paradise,Japanese,22-06-2022,16:42,47,467.08,Cash,4.4,Bangalore
ORD0342,Spice Villa,American,22-06-2022,22:30,38,1394.87,Credit Card,4.7,Hyderabad
ORD0343,Sushi World,Indian,23-06-2022,10:48,23,1846.09,Debit Card,2.2,Hyderabad
ORD0344,Spice Villa,American,23-06-2022,18:36,57,1677.77,Wallet,2.4,Kolkata
ORD0345,Sushi World,Chinese,24-06-2022,18:39,36,967.11,UPI,1,Hyderabad
ORD0346,Pasta Paradise,Mexican,24-06-2022,16:30,28,948.11,Cash,2.2,Bangalore
ORD0347,Pasta Paradise,Indian,25-06-2022,17:13,35,191.48,Credit Card,3,Bangalore
ORD0348,Pasta Paradise,American,25-06-2022,14:40,35,1852.95,Cash,4.9,Chennai
ORD0349,Pasta Paradise,Mexican,26-06-2022,19:57,54,801.81,Cash,2.5,Hyderabad
ORD0350,Pasta Paradise,American,26-06-2022,19:07,59,658.35,Debit Card,3.7,Mumbai
ORD0351,Pizza Plaza,Italian,27-06-2022,15:26,33,1467.65,Wallet,3.6,Delhi
ORD0352,Spice Villa,Japanese,27-06-2022,14:41,53,1780.18,Wallet,1,Kolkata
ORD0353,Burger Town,American,28-06-2022,20:27,47,1438.8,Credit Card,3,Kolkata
ORD0354,Sushi World,Indian,28-06-2022,12:35,35,1506.93,Cash,2.4,Bangalore
ORD0355,Pasta Paradise,Italian,29-06-2022,18:11,57,1854.44,UPI,4.2,Kolkata
ORD0356,Spice Villa,American,29-06-2022,12:46,22,979.49,Debit Card,2.9,Delhi
ORD0357,Curry Delight,Italian,30-06-2022,16:58,32,489.41,Credit Card,1.5,Bangalore
ORD0358,Pasta Paradise,Japanese,30-06-2022,20:24,18,904.82,Cash,1.1,Mumbai
ORD0359,Spice Villa,American,01-07-2022,19:28,26,506.07,Credit Card,3.8,Hyderabad
ORD0360,Pizza Plaza,Chinese,01-07-2022,18:31,15,887.92,Cash,3.1,Hyderabad
ORD0361,Curry Delight,Italian,02-07-2022,16:51,60,1052.17,Wallet,4.6,Delhi
ORD0362,Pizza Plaza,Italian,02-07-2022,20:14,17,369.25,Credit Card,3.1,Chennai
ORD0363,Pasta Paradise,Indian,03-07-2022,10:56,22,1288.3,Cash,3.6,Delhi
ORD0364,Pizza Plaza,Indian,03-07-2022,16:29,17,1202.02,UPI,2.1,Chennai
ORD0365,Spice Villa,Japanese,04-07-2022,17:55,38,1985.35,Wallet,4.2,Bangalore
ORD0366,Burger Town,Japanese,04-07-2022,20:30,30,836.91,UPI,2.5,Hyderabad
ORD0367,Pasta Paradise,Mexican,05-07-2022,10:31,50,883.59,Wallet,1.8,Hyderabad
ORD0368,Sushi World,Japanese,05-07-2022,19:44,51,1745.58,Credit Card,4.3,Delhi
ORD0369,Pizza Plaza,Chinese,06-07-2022,13:45,54,561.02,Wallet,1.9,Hyderabad
ORD0370,Pasta Paradise,Mexican,06-07-2022,10:24,38,180.31,Cash,4.8,Mumbai
ORD0371,Curry Delight,Mexican,07-07-2022,18:59,31,787.95,Wallet,2.4,Delhi
ORD0372,Pizza Plaza,Italian,08-07-2022,12:52,23,512.58,Debit Card,3.3,Kolkata
ORD0373,Spice Villa,Mexican,08-07-2022,12:13,50,1904.55,UPI,2.5,Kolkata
ORD0374,Pasta Paradise,Mexican,09-07-2022,21:14,51,351.65,Credit Card,3.4,Delhi
ORD0375,Curry Delight,Mexican,09-07-2022,23:14,36,881.13,Debit Card,1.2,Hyderabad
ORD0376,Burger Town,Mexican,10-07-2022,19:01,60,1122.26,Wallet,4.8,Hyderabad
ORD0377,Pizza Plaza,Italian,10-07-2022,19:53,56,1187.15,Wallet,4.5,Mumbai
ORD0378,Burger Town,Indian,11-07-2022,17:40,41,210.06,Cash,3.4,Delhi
ORD0379,Pizza Plaza,Italian,11-07-2022,22:47,45,1068.8,Cash,1.5,Bangalore
ORD0380,Sushi World,Italian,12-07-2022,16:24,46,1044.83,Cash,3.1,Delhi
ORD0381,Pasta Paradise,Mexican,12-07-2022,13:19,19,109.78,Credit Card,3.9,Delhi
ORD0382,Burger Town,Indian,13-07-2022,11:10,47,1358.31,UPI,1.4,Mumbai
ORD0383,Sushi World,Italian,13-07-2022,22:09,60,406.17,Cash,1.8,Chennai
ORD0384,Pizza Plaza,Indian,14-07-2022,11:28,52,1897.78,Wallet,3.5,Hyderabad
ORD0385,Burger Town,Italian,14-07-2022,20:34,33,961.23,Credit Card,1.4,Mumbai
ORD0386,Pizza Plaza,Japanese,15-07-2022,13:27,27,1941.34,Credit Card,3.1,Hyderabad
ORD0387,Spice Villa,American,15-07-2022,14:07,35,1335.13,Credit Card,4.1,Bangalore
ORD0388,Spice Villa,Japanese,16-07-2022,17:52,37,1394.7,Debit Card,1.1,Kolkata
ORD0389,Spice Villa,Mexican,16-07-2022,12:44,46,785.04,UPI,3.1,Mumbai
ORD0390,Spice Villa,Japanese,17-07-2022,11:35,35,887.62,Credit Card,1.3,Chennai
ORD0391,Curry Delight,Italian,17-07-2022,19:09,45,1681.77,Debit Card,2.5,Mumbai
ORD0392,Burger Town,Mexican,18-07-2022,15:12,47,886.51,Cash,4.4,Hyderabad
ORD0393,Spice Villa,Chinese,18-07-2022,10:21,37,1871.94,Wallet,1.1,Bangalore
ORD0394,Curry Delight,Chinese,19-07-2022,20:43,29,1371.96,Wallet,1.1,Kolkata
ORD0395,Curry Delight,American,19-07-2022,20:34,22,1777.81,Wallet,3.1,Mumbai
ORD0396,Curry Delight,Chinese,20-07-2022,18:40,48,1261.02,Credit Card,1.5,Bangalore
ORD0397,Pizza Plaza,Indian,20-07-2022,17:15,50,1885.06,Debit Card,3.5,Chennai
ORD0398,Pasta Paradise,Italian,21-07-2022,14:14,46,528.02,Credit Card,3.9,Kolkata
ORD0399,Spice Villa,Mexican,21-07-2022,22:43,31,1127.85,Credit Card,2.6,Bangalore
ORD0400,Burger Town,American,22-07-2022,14:37,44,1402.29,Cash,4.2,Kolkata
ORD0401,Spice Villa,Indian,22-07-2022,12:22,42,845.06,Cash,3,Hyderabad
ORD0402,Spice Villa,Italian,23-07-2022,22:28,20,1877.33,Credit Card,3.5,Delhi
ORD0403,Sushi World,Japanese,23-07-2022,14:42,39,1523.03,Debit Card,3,Bangalore
ORD0404,Pasta Paradise,Italian,24-07-2022,13:06,56,1179.85,Wallet,2.5,Bangalore
ORD0405,Pizza Plaza,Italian,24-07-2022,18:13,19,1168.41,Credit Card,1.1,Kolkata
ORD0406,Pasta Paradise,Chinese,25-07-2022,16:51,17,1272.72,Debit Card,2,Bangalore
ORD0407,Pizza Plaza,Italian,25-07-2022,19:55,23,1270.02,Cash,3.4,Chennai
ORD0408,Burger Town,Mexican,26-07-2022,23:36,17,1453,Credit Card,2,Bangalore
ORD0409,Spice Villa,American,26-07-2022,15:44,55,1848.04,Credit Card,2.2,Chennai
ORD0410,Curry Delight,Japanese,27-07-2022,12:41,39,1853.6,Credit Card,2.4,Kolkata
ORD0411,Spice Villa,Mexican,27-07-2022,16:34,20,1050.85,Wallet,3,Hyderabad
ORD0412,Sushi World,Japanese,28-07-2022,21:49,60,586.77,Cash,4.2,Mumbai
ORD0413,Pizza Plaza,American,28-07-2022,19:17,54,608.37,Credit Card,3.3,Chennai
ORD0414,Pizza Plaza,Mexican,29-07-2022,11:52,52,583.76,Cash,4.7,Mumbai
ORD0415,Curry Delight,Mexican,29-07-2022,12:28,28,214.76,Wallet,1.5,Hyderabad
ORD0416,Pizza Plaza,American,30-07-2022,13:23,19,209.68,Credit Card,1.4,Mumbai
ORD0417,Sushi World,Japanese,30-07-2022,18:54,34,695.31,Wallet,2.2,Mumbai
ORD0418,Pizza Plaza,Japanese,31-07-2022,12:49,20,525.45,Cash,3.5,Mumbai
ORD0419,Pasta Paradise,Mexican,31-07-2022,12:34,27,1386.24,Wallet,2.8,Chennai
ORD0420,Sushi World,American,01-08-2022,16:29,20,742.49,Debit Card,2.6,Delhi
ORD0421,Sushi World,Chinese,01-08-2022,14:00,38,576.26,Credit Card,4.1,Delhi
ORD0422,Curry Delight,Japanese,02-08-2022,23:10,28,633.84,Debit Card,1.7,Hyderabad
ORD0423,Pizza Plaza,Mexican,02-08-2022,15:32,20,851.76,Cash,3.6,Hyderabad
ORD0424,Pizza Plaza,Indian,03-08-2022,20:51,38,1162.1,Credit Card,2.4,Hyderabad
ORD0425,Burger Town,Italian,03-08-2022,17:38,37,1706.65,Debit Card,2.7,Chennai
ORD0426,Sushi World,Japanese,04-08-2022,12:15,25,1255.75,Wallet,3.8,Mumbai
ORD0427,Sushi World,American,04-08-2022,22:58,20,345.2,Wallet,2.5,Kolkata
ORD0428,Curry Delight,Japanese,05-08-2022,12:03,18,858.17,UPI,1.6,Delhi
ORD0429,Pasta Paradise,Japanese,05-08-2022,22:42,31,887.46,Debit Card,4.5,Mumbai
ORD0430,Curry Delight,Italian,06-08-2022,13:34,59,616.31,Wallet,2.3,Mumbai
ORD0431,Pasta Paradise,Italian,06-08-2022,12:23,25,777.36,Wallet,4.9,Mumbai
ORD0432,Burger Town,Chinese,07-08-2022,23:19,16,1842.89,Cash,4,Mumbai
ORD0433,Pizza Plaza,American,07-08-2022,14:06,22,192.32,Wallet,2,Kolkata
ORD0434,Pasta Paradise,Chinese,08-08-2022,15:46,21,1000.2,Credit Card,1.6,Hyderabad
ORD0435,Curry Delight,Mexican,08-08-2022,10:54,41,1311.6,Debit Card,3.3,Bangalore
ORD0436,Spice Villa,Indian,09-08-2022,17:55,27,1106.6,Wallet,2.6,Kolkata
ORD0437,Pizza Plaza,American,09-08-2022,10:02,50,918.53,Debit Card,2.4,Kolkata
ORD0438,Pizza Plaza,American,10-08-2022,12:19,49,1137.11,Credit Card,3.9,Bangalore
ORD0439,Burger Town,Indian,10-08-2022,13:29,33,1179.08,Cash,4.4,Delhi
ORD0440,Spice Villa,Japanese,11-08-2022,20:25,21,1836.73,UPI,1.1,Delhi
ORD0441,Burger Town,Chinese,11-08-2022,15:06,24,225.16,UPI,2.6,Delhi
ORD0442,Pizza Plaza,Chinese,12-08-2022,13:49,59,1095.82,Debit Card,2.6,Mumbai
ORD0443,Sushi World,Indian,12-08-2022,17:16,46,1566.37,Cash,3.8,Bangalore
ORD0444,Sushi World,Indian,13-08-2022,19:27,37,771.86,Debit Card,4.4,Hyderabad
ORD0445,Curry Delight,Japanese,13-08-2022,13:35,22,1994.54,UPI,4.7,Hyderabad
ORD0446,Pasta Paradise,American,14-08-2022,14:00,34,1349.9,Wallet,3.5,Hyderabad
ORD0447,Pasta Paradise,Italian,15-08-2022,12:52,34,1330.88,Wallet,2.5,Delhi
ORD0448,Sushi World,Japanese,15-08-2022,21:04,46,433.24,Cash,2.8,Bangalore
ORD0449,Pizza Plaza,American,16-08-2022,18:04,55,478.11,UPI,4.7,Hyderabad
ORD0450,Spice Villa,Chinese,16-08-2022,13:08,20,1436.22,Wallet,4.2,Delhi
ORD0451,Pizza Plaza,Indian,17-08-2022,19:26,36,1614.38,Wallet,3.7,Mumbai
ORD0452,Curry Delight,Mexican,17-08-2022,12:46,16,287.18,Cash,4,Hyderabad
ORD0453,Spice Villa,Japanese,18-08-2022,12:38,58,1522.68,Cash,4.7,Bangalore
ORD0454,Pizza Plaza,Mexican,18-08-2022,10:48,25,1913.72,Cash,1.7,Mumbai
ORD0455,Pizza Plaza,Italian,19-08-2022,17:40,29,472.77,Credit Card,2.4,Mumbai
ORD0456,Sushi World,Japanese,19-08-2022,10:20,51,1925.33,Cash,3.3,Delhi
ORD0457,Curry Delight,Indian,20-08-2022,15:35,58,1018.55,UPI,3.2,Delhi
ORD0458,Pizza Plaza,Chinese,20-08-2022,18:39,60,1317.49,UPI,3.8,Kolkata
ORD0459,Sushi World,Japanese,21-08-2022,12:24,58,126.47,UPI,2.2,Bangalore
ORD0460,Pasta Paradise,Japanese,21-08-2022,20:35,30,592.44,Debit Card,3.4,Bangalore
ORD0461,Pizza Plaza,Mexican,22-08-2022,17:45,58,419.38,UPI,1.7,Delhi
ORD0462,Sushi World,Chinese,22-08-2022,23:23,32,951.89,Wallet,1,Mumbai
ORD0463,Pasta Paradise,Mexican,23-08-2022,14:54,29,1131.75,UPI,3.2,Kolkata
ORD0464,Pasta Paradise,Mexican,23-08-2022,14:37,34,334.19,Wallet,1.6,Mumbai
ORD0465,Pizza Plaza,Indian,24-08-2022,15:16,52,486.62,Credit Card,3.3,Bangalore
ORD0466,Spice Villa,Chinese,24-08-2022,22:52,43,1394.82,Wallet,4.1,Mumbai
ORD0467,Pizza Plaza,Italian,25-08-2022,21:06,49,1658.69,Debit Card,3.1,Mumbai
ORD0468,Curry Delight,Japanese,25-08-2022,14:31,42,1316.18,Cash,4.2,Delhi
ORD0469,Pizza Plaza,Chinese,26-08-2022,16:47,35,1588.54,Cash,2.4,Chennai
ORD0470,Sushi World,Indian,26-08-2022,12:26,40,1124.54,Credit Card,3.5,Kolkata
ORD0471,Sushi World,American,27-08-2022,17:16,31,1414.54,Wallet,2.3,Kolkata
ORD0472,Spice Villa,Japanese,27-08-2022,12:17,52,263.87,UPI,3.6,Bangalore
ORD0473,Curry Delight,Japanese,28-08-2022,12:21,55,315.65,Credit Card,2.9,Kolkata
ORD0474,Sushi World,Italian,28-08-2022,18:24,44,475.98,Cash,1.2,Mumbai
ORD0475,Spice Villa,Italian,29-08-2022,11:31,36,830.6,Credit Card,4.9,Kolkata
ORD0476,Curry Delight,Japanese,29-08-2022,13:07,45,858.93,Debit Card,2.9,Delhi
ORD0477,Spice Villa,Italian,30-08-2022,11:18,23,856.14,UPI,3.4,Mumbai
ORD0478,Pizza Plaza,Indian,30-08-2022,19:32,30,492.56,Cash,1.8,Chennai
ORD0479,Spice Villa,Mexican,31-08-2022,22:06,38,584.24,Cash,2.5,Mumbai
ORD0480,Pizza Plaza,American,31-08-2022,15:02,45,540.31,Credit Card,1.6,Hyderabad
ORD0481,Pasta Paradise,Japanese,01-09-2022,16:26,18,1150.06,Credit Card,2.8,Hyderabad
ORD0482,Pizza Plaza,Indian,01-09-2022,13:49,20,575.42,Debit Card,2.6,Mumbai
ORD0483,Curry Delight,Italian,02-09-2022,21:56,23,142.21,Wallet,2.2,Delhi
ORD0484,Pizza Plaza,Japanese,02-09-2022,21:12,31,1725.36,Credit Card,2.1,Bangalore
ORD0485,Curry Delight,Indian,03-09-2022,23:21,39,855.33,Wallet,2.3,Chennai
ORD0486,Curry Delight,American,03-09-2022,18:28,29,1808.2,Cash,3.6,Kolkata
ORD0487,Curry Delight,Italian,04-09-2022,10:58,53,693.64,Wallet,1.4,Delhi
ORD0488,Burger Town,American,04-09-2022,23:46,60,483.05,Cash,3.8,Delhi
ORD0489,Pizza Plaza,Japanese,05-09-2022,16:03,30,490.51,Debit Card,2.1,Delhi
ORD0490,Pasta Paradise,Chinese,05-09-2022,10:58,32,1231.54,Wallet,1.6,Bangalore
ORD0491,Burger Town,American,06-09-2022,13:06,39,1556.88,Debit Card,4.6,Delhi
ORD0492,Curry Delight,Japanese,06-09-2022,22:19,23,1867.15,Cash,1.8,Delhi
ORD0493,Pasta Paradise,American,07-09-2022,16:09,33,493.61,Credit Card,2.4,Hyderabad
ORD0494,Curry Delight,Japanese,07-09-2022,21:12,57,346.51,Cash,2.9,Kolkata
ORD0495,Curry Delight,Chinese,08-09-2022,14:03,40,1823.54,Wallet,1.4,Chennai
ORD0496,Curry Delight,Chinese,08-09-2022,19:35,44,1893.04,Cash,1.4,Delhi
ORD0497,Sushi World,Mexican,09-09-2022,15:34,51,838.72,Credit Card,3.4,Hyderabad
ORD0498,Sushi World,Mexican,09-09-2022,19:42,33,1771.31,Cash,2.8,Bangalore
ORD0499,Sushi World,Chinese,10-09-2022,12:13,16,1588.97,UPI,4.1,Bangalore
ORD0500,Pasta Paradise,Italian,10-09-2022,13:24,35,1896.15,Debit Card,4.2,Hyderabad
ORD0501,Burger Town,Chinese,11-09-2022,13:12,24,827.03,Debit Card,1.4,Chennai
ORD0502,Pizza Plaza,Mexican,11-09-2022,11:44,15,507.46,Debit Card,2.9,Hyderabad
ORD0503,Pizza Plaza,American,12-09-2022,19:28,30,621.91,Wallet,1.4,Kolkata
ORD0504,Spice Villa,Italian,12-09-2022,14:40,46,1166.39,Debit Card,2.7,Mumbai
ORD0505,Pizza Plaza,American,13-09-2022,18:23,26,494.75,Credit Card,2.9,Hyderabad
ORD0506,Pasta Paradise,Japanese,13-09-2022,21:59,31,793.64,Debit Card,1.6,Bangalore
ORD0507,Curry Delight,American,14-09-2022,18:54,21,1618.85,Credit Card,2.9,Hyderabad
ORD0508,Pasta Paradise,Japanese,14-09-2022,15:04,20,1928.8,Debit Card,1.2,Hyderabad
ORD0509,Pasta Paradise,Italian,15-09-2022,23:28,38,762.38,Debit Card,2.8,Mumbai
ORD0510,Curry Delight,Mexican,15-09-2022,12:51,38,211.67,Cash,2,Mumbai
ORD0511,Spice Villa,Chinese,16-09-2022,17:46,43,621.87,Cash,4,Mumbai
ORD0512,Burger Town,Italian,16-09-2022,14:11,25,1336.99,UPI,2.1,Kolkata
ORD0513,Pizza Plaza,Indian,17-09-2022,17:30,55,1889.8,Credit Card,1.5,Kolkata
ORD0514,Spice Villa,Japanese,17-09-2022,13:06,17,990.23,Debit Card,3.5,Hyderabad
ORD0515,Pasta Paradise,Indian,18-09-2022,17:19,52,496.13,Credit Card,3.5,Hyderabad
ORD0516,Sushi World,Japanese,18-09-2022,12:26,17,1449.76,Credit Card,2,Chennai
ORD0517,Burger Town,Italian,19-09-2022,20:18,38,348.96,Credit Card,3,Kolkata
ORD0518,Spice Villa,Indian,19-09-2022,20:15,58,1307.1,Wallet,3.9,Chennai
ORD0519,Burger Town,Italian,20-09-2022,22:38,49,501.73,UPI,2.9,Mumbai
ORD0520,Pasta Paradise,Mexican,21-09-2022,20:18,35,147.41,UPI,1.3,Mumbai
ORD0521,Burger Town,Mexican,21-09-2022,12:19,19,1116.86,Cash,2.8,Bangalore
ORD0522,Pizza Plaza,Chinese,22-09-2022,11:38,15,1926.37,Wallet,1.3,Chennai
ORD0523,Pasta Paradise,Indian,22-09-2022,10:54,30,1995.95,Debit Card,4.5,Kolkata
ORD0524,Pizza Plaza,Indian,23-09-2022,10:55,53,1332.68,Wallet,1.5,Chennai
ORD0525,Curry Delight,Japanese,23-09-2022,12:00,43,1327.63,Cash,1,Delhi
ORD0526,Pasta Paradise,Italian,24-09-2022,23:23,25,828.72,Credit Card,1.2,Chennai
ORD0527,Pasta Paradise,Italian,24-09-2022,15:08,36,754.68,Wallet,2,Chennai
ORD0528,Burger Town,Mexican,25-09-2022,22:34,53,356.16,Wallet,3.3,Bangalore
ORD0529,Pizza Plaza,Japanese,25-09-2022,21:40,57,1459.57,Debit Card,1.1,Hyderabad
ORD0530,Burger Town,Japanese,26-09-2022,15:04,46,201.37,Credit Card,2.2,Hyderabad
ORD0531,Burger Town,American,26-09-2022,10:57,51,389.83,Debit Card,1.2,Mumbai
ORD0532,Burger Town,Indian,27-09-2022,19:18,43,1441.19,Cash,3.8,Hyderabad
ORD0533,Sushi World,Chinese,27-09-2022,13:46,40,1424.51,Wallet,2.2,Hyderabad
ORD0534,Pizza Plaza,Indian,28-09-2022,16:38,42,844.72,Cash,2.8,Delhi
ORD0535,Burger Town,Indian,28-09-2022,22:36,59,1666.5,Cash,3.9,Kolkata
ORD0536,Sushi World,Indian,29-09-2022,16:34,41,647.92,Debit Card,1.4,Kolkata
ORD0537,Spice Villa,American,29-09-2022,20:59,59,1587.08,Credit Card,3.7,Kolkata
ORD0538,Spice Villa,Mexican,30-09-2022,17:24,20,486.62,Credit Card,3.1,Delhi
ORD0539,Burger Town,American,30-09-2022,11:29,34,705.28,UPI,1,Chennai
ORD0540,Sushi World,Indian,01-10-2022,10:30,29,490.4,Wallet,4,Chennai
ORD0541,Pizza Plaza,Japanese,01-10-2022,18:57,35,1915.38,Wallet,1.7,Bangalore
ORD0542,Burger Town,Chinese,02-10-2022,22:56,41,1744.58,UPI,1.9,Kolkata
ORD0543,Sushi World,American,02-10-2022,15:46,29,372.6,UPI,3.1,Bangalore
ORD0544,Pizza Plaza,Indian,03-10-2022,11:44,48,166.98,Debit Card,2.2,Delhi
ORD0545,Curry Delight,Indian,03-10-2022,10:18,38,177.41,Debit Card,1.9,Delhi
ORD0546,Burger Town,Mexican,04-10-2022,23:02,54,138.27,Cash,4.4,Kolkata
ORD0547,Sushi World,Japanese,04-10-2022,11:19,22,168.09,Cash,3.5,Kolkata
ORD0548,Burger Town,Italian,05-10-2022,18:16,31,1536.06,Wallet,2.5,Delhi
ORD0549,Curry Delight,American,05-10-2022,12:47,60,551.22,UPI,4.8,Mumbai
ORD0550,Sushi World,Italian,06-10-2022,12:17,32,902.42,Cash,2.7,Bangalore
ORD0551,Burger Town,Italian,06-10-2022,14:58,55,1007.04,Debit Card,4.8,Kolkata
ORD0552,Pizza Plaza,Chinese,07-10-2022,13:43,45,1683.8,Wallet,4.2,Delhi
ORD0553,Curry Delight,Japanese,07-10-2022,15:07,30,1730.15,Credit Card,1.9,Bangalore
ORD0554,Pizza Plaza,Mexican,08-10-2022,19:31,30,379.93,Cash,2,Delhi
ORD0555,Sushi World,American,08-10-2022,14:01,24,378.29,Cash,3,Chennai
ORD0556,Pasta Paradise,Indian,09-10-2022,21:42,32,859.94,Credit Card,2.1,Kolkata
ORD0557,Curry Delight,Chinese,09-10-2022,12:28,15,937.29,Debit Card,3.1,Chennai
